,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
2696,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2697,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2698,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2699,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2700,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2701,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2702,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2705,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2706,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2709,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2710,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2712,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2714,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2716,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2717,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2718,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2719,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2721,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2722,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2723,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2724,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2725,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2726,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2727,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2728,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2729,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2730,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2731,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2732,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2733,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2734,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2735,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2737,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2738,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2739,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2740,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2741,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2742,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2743,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2746,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2747,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2750,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2751,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2753,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2755,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2757,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2758,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2759,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2760,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2762,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2763,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2764,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2765,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2766,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2767,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2768,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2769,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2770,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2771,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2772,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2773,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2774,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2775,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2776,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2778,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2779,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2780,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2781,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2782,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2783,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2784,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2787,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2788,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2791,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2792,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2794,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2796,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2798,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2799,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2800,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2801,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2803,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2804,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2805,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2806,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2807,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2808,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2809,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2810,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2811,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2812,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2813,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2814,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2815,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2816,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2817,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2819,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2820,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2821,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2822,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2823,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2824,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2825,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2828,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2829,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2832,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2833,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2835,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2837,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2839,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2840,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2841,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2842,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2844,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2845,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2846,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2847,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2848,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2849,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2850,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2851,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2852,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2853,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2854,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2855,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2856,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2857,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2858,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2860,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2861,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2862,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2863,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2864,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2865,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2866,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2869,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2870,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2873,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2874,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2876,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2878,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2880,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2881,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2882,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2883,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2885,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2886,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2887,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2888,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2889,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2890,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2891,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2892,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2893,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2894,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2895,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2896,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2897,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2898,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2899,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2901,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2902,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2903,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2904,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2905,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2906,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2907,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2910,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2911,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2914,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2915,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2917,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2919,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2921,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2922,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2923,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2924,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2926,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2927,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2928,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2929,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2930,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2931,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2932,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2933,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2934,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2935,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2936,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2937,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2938,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2939,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2940,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2942,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2943,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2944,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2945,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2946,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2947,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2948,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2951,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2952,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2955,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2956,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2958,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2960,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2962,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2963,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2964,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2965,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2967,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2968,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2969,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2970,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2971,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2972,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2973,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2974,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2975,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2976,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2977,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2978,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2979,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2980,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2981,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2983,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2984,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2985,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2986,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2987,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2988,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2989,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2992,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2993,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2996,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2997,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2999,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3001,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
